年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
1999,Ｊ２,第１２節第１日,05/16(日),13:00,甲府,3-0,新潟,小瀬,"1,130",
1999,Ｊ２,第１２節第１日,05/16(日),14:00,山形,2-1,大分,山形県,"2,108",
1999,Ｊ２,第１２節第１日,05/16(日),15:01,大宮,4-1,鳥栖,大宮,"1,725",
1999,サテライトリーグ Ａグループ,第８日,05/16(日),14:01,鹿島,0-0,柏,鹿島Ｇ,756,
1999,サテライトリーグ Ａグループ,第８日,05/16(日),14:01,市原,0-1,平塚,舞浜Ｇ,210,
1999,サテライトリーグ Ｂグループ,第５日,05/16(日),14:04,横浜FM,6-1,名古屋,戸塚Ｇ,300,
1999,Ｊ１ １ｓｔ,第７節第２日,05/19(水),19:00,鹿島,1-2,柏,国立,"6,994",ＢＳ
1999,Ｊ１ １ｓｔ,第９節第２日,05/19(水),19:03,磐田,1-2,Ｃ大阪,磐田,"7,512",静岡放送（録）／ＢＳ
1999,Ｊ１ １ｓｔ,第１４節第１日,05/22(土),15:00,京都,4-3,平塚,西京極,"5,256",ＫＢＳ京都（録）
1999,Ｊ１ １ｓｔ,第１４節第１日,05/22(土),15:02,浦和,2-3,福岡,駒場,"18,229",テレビ埼玉（録）／スカイパーフェクＴＶ！（録）
1999,Ｊ１ １ｓｔ,第１４節第１日,05/22(土),15:03,鹿島,1-2,名古屋,国立,"27,028",ディレクＴＶ
1999,Ｊ１ １ｓｔ,第１４節第１日,05/22(土),15:03,柏,0-1,Ｖ川崎,柏の葉,"12,089",千葉テレビ（録）
1999,Ｊ１ １ｓｔ,第１４節第１日,05/22(土),15:03,磐田,1-0,Ｇ大阪,磐田,"15,090",静岡放送、ＢＳ
1999,Ｊ１ １ｓｔ,第１４節第１日,05/22(土),15:03,Ｃ大阪,2-0,市原,長居,"8,494",Ｊ－ＳＰＯＲＴＳ
1999,Ｊ１ １ｓｔ,第１４節第１日,05/22(土),15:04,清水,1-0,神戸,日本平,"11,061",テレビ静岡／ディレクＴＶ（録）／ＢＳ（録）
1999,Ｊ１ １ｓｔ,第１４節第１日,05/22(土),15:05,横浜FM,3-2,広島,横浜国,"10,437",テレビ神奈川（録）
1999,Ｊ２,第１３節第１日,05/22(土),13:03,新潟,0-1,札幌,新潟,"8,849",
1999,Ｊ２,第１３節第１日,05/22(土),14:03,大分,4-0,鳥栖,大分,"2,914",テレビ大分（生）
1999,Ｊ２,第１３節第２日,05/23(日),14:00,仙台,0-1,大宮,仙台,"5,806",
1999,Ｊ２,第１３節第２日,05/23(日),14:00,山形,1-2,Ｆ東京,山形県,"3,392",
1999,Ｊ２,第１３節第２日,05/23(日),14:01,川崎Ｆ,3-1,甲府,等々力,"3,727",
1999,サテライトリーグ Ａグループ,第９日,05/23(日),14:01,浦和,0-0,柏,鴻巣,"1,547",
1999,サテライトリーグ Ａグループ,第９日,05/23(日),14:02,鹿島,2-1,平塚,鹿島Ｇ,751,
1999,サテライトリーグ Ｂグループ,第６日,05/23(日),14:03,名古屋,0-5,清水,トヨタＳ,"1,100",
1999,Ｊ１ １ｓｔ,第１０節第２日,05/26(水),19:04,磐田,1-0,福岡,磐田,"17,038",ＢＳ、静岡放送（録）
1999,Ｊ１ １ｓｔ,第１５節第１日,05/29(土),15:01,広島,2-0,清水,広島ビ,"9,172",
1999,Ｊ１ １ｓｔ,第１５節第１日,05/29(土),15:01,福岡,2-0,京都,博多球,"9,358",テレビ西日本（録）
1999,Ｊ１ １ｓｔ,第１５節第１日,05/29(土),15:02,Ｇ大阪,1-0,鹿島,万博,"9,304",ディレクＴＶ
1999,Ｊ１ １ｓｔ,第１５節第１日,05/29(土),15:02,神戸,1-0,Ｃ大阪,神戸ユ,"6,102",スカイパーフェクＴＶ！（録）
1999,Ｊ１ １ｓｔ,第１５節第１日,05/29(土),15:03,市原,2-1,磐田,市原,"10,041",千葉テレビ（録）、ＢＳ（録）
1999,Ｊ１ １ｓｔ,第１５節第１日,05/29(土),15:03,平塚,1-2,柏,平塚,"8,058",ディレクＴＶ（録）
1999,Ｊ１ １ｓｔ,第１５節第１日,05/29(土),15:03,名古屋,8-1,浦和,瑞穂陸,"22,741",Ｊ－ＳＰＯＲＴＳ
1999,Ｊ１ １ｓｔ,第１５節第１日,05/29(土),15:04,Ｖ川崎,1-0,横浜FM,国立,"17,846",日本テレビ（録）
1999,Ｊ２,第１４節第１日,05/29(土),14:00,大宮,1-0,新潟,大宮,"2,437",テレビ埼玉（録）
1999,Ｊ２,第１４節第１日,05/29(土),14:04,札幌,1-1,川崎Ｆ,札幌,"11,274",北海道放送
1999,Ｊ２,第１４節第１日,05/29(土),15:00,甲府,2-1,山形,小瀬,"1,084",
1999,Ｊ２,第１４節第１日,05/29(土),15:03,Ｆ東京,1-0,大分,西が丘,"2,468",東京メトロポリタンテレビ
1999,Ｊ２,第１４節第１日,05/29(土),19:00,仙台,1-2,鳥栖,仙台,"7,025",
1999,サテライトリーグ Ｃグループ,第１１日,06/06(日),14:02,福岡,0-3,京都,雁の巣,281,
1999,サテライトリーグ Ｂグループ,第７日,06/09(水),19:01,Ｖ川崎,1-2,横浜FM,よみうり,184,
1999,ＹＮＣ,２回戦第１戦,06/12(土),14:05,Ｖ川崎,0-3,名古屋,岩手,"11,152",テレビ岩手、テレビ神奈川
1999,ＹＮＣ,２回戦第１戦,06/12(土),15:00,Ｃ大阪,0-2,柏,長居,"3,683",ＷＯＷＯＷ
1999,ＹＮＣ,２回戦第１戦,06/12(土),16:01,広島,2-3,横浜FM,広島ビ,"7,047",
1999,ＹＮＣ,２回戦第１戦,06/12(土),18:00,大分,1-0,浦和,大分,"7,941",
1999,ＹＮＣ,２回戦第１戦,06/12(土),19:00,京都,1-0,清水,西京極,"4,147",
1999,ＹＮＣ,２回戦第１戦,06/12(土),19:01,Ｆ東京,1-2,市原,西が丘,"4,130",
1999,ＹＮＣ,２回戦第１戦,06/12(土),19:02,福岡,1-1,磐田,博多球,"15,133",
1999,ＹＮＣ,２回戦第１戦,06/12(土),19:03,Ｇ大阪,1-1,鹿島,万博,"3,755",ディレクＴＶ
1999,サテライトリーグ Ｃグループ,第１２日,06/13(日),14:00,京都,2-0,神戸,東城陽Ｇ,312,
1999,ＹＮＣ,２回戦第２戦,06/19(土),14:03,磐田,1-0,福岡,磐田,"14,007",静岡放送
1999,ＹＮＣ,２回戦第２戦,06/19(土),15:00,鹿島,1-0,Ｇ大阪,秋田,"6,355",
1999,ＹＮＣ,２回戦第２戦,06/19(土),16:04,清水,2-0,京都,日本平,"8,294",テレビ静岡
1999,ＹＮＣ,２回戦第２戦,06/19(土),18:33,浦和,3-1,大分,駒場,"15,439",テレビ埼玉
1999,ＹＮＣ,２回戦第２戦,06/19(土),19:00,柏,1-2,Ｃ大阪,柏,"5,216",
1999,ＹＮＣ,２回戦第２戦,06/19(土),19:00,名古屋,4-2,Ｖ川崎,瑞穂球,"7,244",ＷＯＷＯＷ
1999,ＹＮＣ,２回戦第２戦,06/19(土),19:02,横浜FM,1-0,広島,丸亀,"7,183",
1999,ＹＮＣ,２回戦第２戦,06/19(土),19:03,市原,1-4,Ｆ東京,市原,"2,676",ディレクＴＶ
1999,サテライトリーグ Ｂグループ,第８日,06/20(日),14:02,清水,4-2,Ｖ川崎,蛇塚Ｇ,182,
1999,サテライトリーグ Ｃグループ,第１３日,06/20(日),13:59,広島,1-3,Ｇ大阪,吉田,162,
1999,Ｊ２,第１５節第１日,06/26(土),15:01,大分,2-0,仙台,大分,"1,431",
1999,Ｊ２,第１５節第２日,06/27(日),14:05,山形,1-1,札幌,山形県,"2,350",山形テレビ
1999,Ｊ２,第１５節第２日,06/27(日),16:03,Ｆ東京,1-0,甲府,江戸川,"1,645",東京メトロポリタンテレビ
1999,Ｊ２,第１５節第２日,06/27(日),18:01,川崎Ｆ,2-1,大宮,等々力,"2,425",
1999,Ｊ２,第１５節第３日,06/28(月),18:01,新潟,5-2,鳥栖,新潟,"2,147",
1999,Ｊ２,第１６節第１日,07/03(土),18:05,大宮,1-0,山形,大宮,"1,296",
1999,Ｊ２,第１６節第１日,07/03(土),19:00,甲府,1-2,大分,小瀬,"1,193",
1999,Ｊ２,第１６節第２日,07/04(日),13:01,鳥栖,2-4,川崎Ｆ,鳥栖,"3,934",
1999,Ｊ２,第１６節第２日,07/04(日),13:05,札幌,0-1,Ｆ東京,札幌,"11,783",ＮＨＫ札幌
1999,Ｊ２,第１６節第２日,07/04(日),14:00,仙台,0-3,新潟,仙台,"8,813",
1999,Ｊ２,第１７節第１日,07/09(金),19:00,甲府,1-1,札幌,小瀬,"3,807",
1999,Ｊ２,第１７節第２日,07/10(土),16:03,Ｆ東京,2-0,大宮,江戸川,"2,491",東京メトロポリタンテレビ
1999,Ｊ２,第１７節第３日,07/11(日),14:01,山形,3-2,鳥栖,鶴岡,"2,603",
1999,Ｊ２,第１７節第３日,07/11(日),18:00,川崎Ｆ,5-1,仙台,等々力,"2,759",
1999,Ｊ２,第１７節第３日,07/11(日),18:00,新潟,0-2,大分,新潟,"4,805",
1999,サテライトリーグ Ｃグループ,第１４日,07/11(日),15:01,Ｇ大阪,2-3,神戸,田辺Ｇ,58,
1999,Ｊ２,第１８節第１日,07/15(木),19:00,新潟,0-2,川崎Ｆ,新潟,"2,045",
1999,Ｊ２,第１８節第２日,07/17(土),14:01,札幌,1-0,大分,札幌,"10,259",北海道テレビ
1999,Ｊ２,第１８節第２日,07/17(土),18:00,山形,2-1,仙台,山形県,"5,836",
1999,Ｊ２,第１８節第２日,07/17(土),18:01,大宮,1-1,甲府,鴻巣,"1,723",
1999,Ｊ２,第１８節第２日,07/17(土),19:01,鳥栖,0-1,Ｆ東京,鳥栖,"3,690",
1999,サテライトリーグ Ｃグループ,第１５日,07/18(日),14:00,神戸,1-4,京都,いぶき旧,120,
1999,サテライトリーグ Ｃグループ,第１５日,07/18(日),15:01,Ｇ大阪,5-1,福岡,田辺Ｇ,49,
1999,ＹＮＣ,準々決勝第１戦,07/20(火・祝),16:03,横浜FM,0-3,Ｆ東京,横浜国,"9,116",
1999,ＹＮＣ,準々決勝第１戦,07/20(火・祝),18:33,浦和,2-0,鹿島,駒場,"15,444",ディレクＴＶ／テレビ埼玉（生）
1999,ＹＮＣ,準々決勝第１戦,07/20(火・祝),19:00,名古屋,3-2,清水,瑞穂球,"7,314",
1999,ＹＮＣ,準々決勝第１戦,07/20(火・祝),19:03,柏,1-1,磐田,柏,"9,011",ＷＯＷＯＷ
1999,ＹＮＣ,準々決勝第２戦,07/24(土),19:00,鹿島,3-0,浦和,カシマ,"13,667",ＷＯＷＯＷ
1999,ＹＮＣ,準々決勝第２戦,07/24(土),19:00,Ｆ東京,0-2,横浜FM,江戸川,"5,208",
1999,ＹＮＣ,準々決勝第２戦,07/24(土),19:00,清水,0-0,名古屋,日本平,"10,214",
1999,ＹＮＣ,準々決勝第２戦,07/24(土),19:03,磐田,0-2,柏,鴨池,"8,104",ディレクＴＶ
1999,サテライトリーグ Ｂグループ,第９日,07/25(日),16:01,Ｖ川崎,2-6,名古屋,よみうり,248,
1999,サテライトリーグ Ｃグループ,第１６日,07/25(日),14:01,Ｃ大阪,2-3,Ｇ大阪,金岡,130,
1999,サテライトリーグ Ｃグループ,第１６日,07/25(日),14:01,神戸,1-3,福岡,いぶき旧,70,
1999,Ｊ２,第１９節第１日,07/30(金),19:01,川崎Ｆ,2-1,大宮,横浜国,"5,585",
1999,オールスター,,07/31(土),18:03,ＷＥＳＴ,3-2,ＥＡＳＴ,長居,"43,560",テレビ朝日（生）
1999,Ｊ２,第１９節第２日,08/01(日),14:00,札幌,2-0,仙台,札幌,"11,717",北海道テレビ
1999,Ｊ２,第１９節第２日,08/01(日),16:03,Ｆ東京,0-2,新潟,江戸川,"3,183",東京メトロポリタンテレビ
1999,Ｊ２,第１９節第２日,08/01(日),17:01,甲府,5-0,鳥栖,小瀬,"1,704",
1999,Ｊ２,第１９節第２日,08/01(日),18:00,山形,1-0,大分,山形県,"3,524",
1999,Ｊ１ ２ｎｄ,第１節第１日,08/06(金),19:05,横浜FM,3-0,磐田,横浜国,"42,798",ＴＢＳ（全）
1999,Ｊ１ ２ｎｄ,第１節第２日,08/07(土),18:30,広島,2-1,市原,広島ス,"6,150",スカイパーフェクＴＶ！（録）
1999,Ｊ１ ２ｎｄ,第１節第２日,08/07(土),18:33,平塚,4-2,名古屋,平塚,"12,085",ディレクＴＶ
1999,Ｊ１ ２ｎｄ,第１節第２日,08/07(土),19:00,福岡,1-1,神戸,博多球,"14,530",ディレクＴＶ（録）
1999,Ｊ１ ２ｎｄ,第１節第２日,08/07(土),19:03,清水,2-3,Ｃ大阪,日本平,"11,262",Ｊ－ＳＰＯＲＴＳ
1999,Ｊ１ ２ｎｄ,第１節第２日,08/07(土),19:04,柏,2-1,鹿島,柏の葉,"15,697",千葉テレビ／ＢＳ（録）
1999,Ｊ１ ２ｎｄ,第１節第２日,08/07(土),19:04,京都,2-1,浦和,西京極,"8,652",ＫＢＳ京都
1999,Ｊ１ ２ｎｄ,第１節第２日,08/07(土),19:05,Ｖ川崎,1-0,Ｇ大阪,等々力,"7,223",日本テレビ（録）／ＢＳ
1999,Ｊ２,第２０節第１日,08/07(土),18:00,新潟,1-1,札幌,新潟,"5,637",
1999,Ｊ２,第２０節第１日,08/07(土),18:00,大分,2-4,Ｆ東京,大分,"2,895",
1999,Ｊ２,第２０節第１日,08/07(土),19:00,仙台,0-3,川崎Ｆ,仙台,"8,259",
1999,サテライトリーグ Ｂグループ,第１０日,08/07(土),15:00,横浜FM,1-2,磐田,戸塚Ｇ,300,
1999,Ｊ２,第２０節第２日,08/08(日),18:00,鳥栖,3-0,山形,鳥栖,"3,212",サガテレビ（録）
1999,Ｊ２,第２０節第２日,08/08(日),18:01,大宮,2-0,甲府,大宮,"2,305",
1999,サテライトリーグ Ａグループ,第１０日,08/08(日),16:00,柏,0-2,平塚,秋津,231,
1999,サテライトリーグ Ｃグループ,第１７日,08/08(日),14:01,福岡,3-1,神戸,雁の巣,203,
1999,サテライトリーグ Ａグループ,第１１日,08/09(月),17:03,市原,2-3,浦和,舞浜Ｇ,170,
1999,Ｊ１ ２ｎｄ,第２節第１日,08/14(土),18:00,神戸,3-2,広島,神戸ユ,"7,226",ディレクＴＶ（録）
1999,Ｊ１ ２ｎｄ,第２節第１日,08/14(土),18:33,浦和,2-3,柏,駒場,"13,329",テレビ埼玉
1999,Ｊ１ ２ｎｄ,第２節第１日,08/14(土),19:00,鹿島,2-3,横浜FM,カシマ,"12,980",ＢＳ（録）
1999,Ｊ１ ２ｎｄ,第２節第１日,08/14(土),19:01,Ｃ大阪,0-2,福岡,長居,"8,253",スカイパーフェクＴＶ！（録）
1999,Ｊ１ ２ｎｄ,第２節第１日,08/14(土),19:02,名古屋,0-3,京都,瑞穂陸,"15,119",テレビ愛知
1999,Ｊ１ ２ｎｄ,第２節第１日,08/14(土),19:03,市原,3-4,Ｖ川崎,市原,"4,051",千葉テレビ／ディレクＴＶ
1999,Ｊ１ ２ｎｄ,第２節第１日,08/14(土),19:03,Ｇ大阪,2-1,平塚,万博,"7,210",Ｊ－ＳＰＯＲＴＳ
1999,Ｊ１ ２ｎｄ,第２節第１日,08/14(土),19:04,磐田,0-1,清水,磐田,"17,337",静岡放送（録）／ＢＳ
1999,Ｊ２,第２１節第１日,08/15(日),12:02,札幌,3-2,大分,札幌,"12,820",札幌テレビ放送
1999,Ｊ２,第２１節第１日,08/15(日),16:02,Ｆ東京,1-0,山形,江戸川,"2,670",東京メトロポリタンテレビ
1999,Ｊ２,第２１節第１日,08/15(日),17:00,甲府,1-2,仙台,小瀬,"1,527",
1999,Ｊ２,第２１節第１日,08/15(日),18:00,川崎Ｆ,0-1,新潟,等々力,"3,881",
1999,Ｊ２,第２１節第１日,08/15(日),18:05,大宮,0-1,鳥栖,大宮,"1,672",テレビ埼玉
1999,サテライトリーグ Ｂグループ,第１１日,08/15(日),16:02,磐田,4-0,名古屋,磐田,895,
1999,サテライトリーグ Ｃグループ,第１８日,08/15(日),14:02,Ｃ大阪,0-0,神戸,金岡,125,
1999,Ｊ１ ２ｎｄ,第３節第１日,08/18(水),19:00,Ｃ大阪,3-2,磐田,長居,"15,439",毎日放送（録）
1999,Ｊ１ ２ｎｄ,第３節第１日,08/18(水),19:01,Ｖ川崎,2-3,神戸,等々力,"4,118",日本テレビ（録）
1999,Ｊ１ ２ｎｄ,第３節第１日,08/18(水),19:03,横浜FM,2-0,浦和,横浜国,"17,916",ＢＳ（録）／ディレクＴＶ
1999,Ｊ１ ２ｎｄ,第３節第１日,08/18(水),19:03,平塚,1-2,市原,平塚,"5,719",スカイパーフェクＴＶ！（録）
1999,Ｊ１ ２ｎｄ,第３節第１日,08/18(水),19:03,清水,2-0,鹿島,日本平,"14,172",静岡放送（録）／Ｊ－ＳＰＯＲＴＳ
1999,Ｊ１ ２ｎｄ,第３節第１日,08/18(水),19:04,京都,1-0,Ｇ大阪,西京極,"6,026",ＫＢＳ京都
1999,Ｊ１ ２ｎｄ,第３節第１日,08/18(水),19:05,柏,1-2,名古屋,国立,"13,814",ＢＳ（録）／千葉テレビ
1999,Ｊ２,第２２節第１日,08/19(木),18:59,新潟,1-1,甲府,新潟,"3,308",
1999,Ｊ１ ２ｎｄ,第４節第１日,08/21(土),18:00,神戸,2-2,平塚,神戸ユ,"6,847",スカイパーフェクＴＶ！（録）
1999,Ｊ１ ２ｎｄ,第４節第１日,08/21(土),18:33,広島,2-3,Ｖ川崎,広島ビ,"13,461",Ｊ－ＳＰＯＲＴＳ
1999,Ｊ１ ２ｎｄ,第４節第１日,08/21(土),19:00,名古屋,2-2,横浜FM,瑞穂球,"12,131",テレビ朝日（録）
1999,Ｊ１ ２ｎｄ,第４節第１日,08/21(土),19:00,Ｇ大阪,1-0,柏,万博,"10,255",ディレクＴＶ（録）
1999,Ｊ１ ２ｎｄ,第４節第１日,08/21(土),19:02,福岡,0-2,磐田,博多球,"19,094",ＢＳ（録）
1999,Ｊ１ ２ｎｄ,第４節第１日,08/21(土),19:03,鹿島,1-2,Ｃ大阪,カシマ,"13,390",ディレクＴＶ
1999,Ｊ１ ２ｎｄ,第４節第１日,08/21(土),19:04,浦和,0-3,清水,国立,"28,321",ＢＳ
1999,Ｊ１ ２ｎｄ,第４節第１日,08/21(土),19:04,市原,2-1,京都,市原,"4,673",千葉テレビ
1999,Ｊ２,第２２節第２日,08/21(土),18:00,仙台,2-1,大宮,仙台,"6,401",
1999,Ｊ２,第２２節第２日,08/21(土),18:00,大分,0-1,川崎Ｆ,大分,"3,648",
1999,Ｊ２,第２２節第３日,08/22(日),18:02,鳥栖,1-2,Ｆ東京,鳥栖,"4,595",
1999,サテライトリーグ Ａグループ,第１２日,08/22(日),16:04,鹿島,4-0,市原,鹿島Ｇ,574,
1999,サテライトリーグ Ｂグループ,第１２日,08/22(日),16:00,名古屋,3-2,横浜FM,多治見,"1,218",
1999,Ｊ２,第２２節第４日,08/23(月),19:05,山形,1-4,札幌,山形県,"3,940",
1999,Ｊ１ ２ｎｄ,第５節第１日,08/28(土),18:31,平塚,2-3,広島,平塚,"5,466",ＢＳ（録）
1999,Ｊ１ ２ｎｄ,第５節第１日,08/28(土),19:02,Ｖ川崎,2-0,福岡,等々力,"5,038",日本テレビ（録）
1999,Ｊ１ ２ｎｄ,第５節第１日,08/28(土),19:03,横浜FM,3-0,Ｇ大阪,新潟,"7,759",テレビ新潟（録）
1999,Ｊ１ ２ｎｄ,第５節第１日,08/28(土),19:03,清水,4-3,名古屋,日本平,"16,115",ディレクＴＶ
1999,Ｊ１ ２ｎｄ,第５節第１日,08/28(土),19:03,Ｃ大阪,2-3,浦和,長居,"12,718",Ｊ－ＳＰＯＲＴＳ／テレビ大阪（録）
1999,Ｊ１ ２ｎｄ,第５節第１日,08/28(土),19:04,柏,2-0,市原,柏,"10,188",千葉テレビ／ディレクＴＶ（録）
1999,Ｊ１ ２ｎｄ,第５節第１日,08/28(土),19:04,磐田,0-4,鹿島,磐田,"17,337",ＢＳ（録）
1999,Ｊ１ ２ｎｄ,第５節第１日,08/28(土),19:05,京都,3-1,神戸,西京極,"15,075",ＫＢＳ京都／ＢＳ／スカイパーフェクＴＶ！（録）
1999,Ｊ２,第２３節第１日,08/28(土),19:00,仙台,1-2,鳥栖,仙台,"7,077",
1999,Ｊ２,第２３節第２日,08/29(日),13:03,札幌,4-1,Ｆ東京,札幌,"17,427",テレビ北海道
1999,Ｊ２,第２３節第２日,08/29(日),18:00,川崎Ｆ,1-0,山形,等々力,"3,709",
1999,Ｊ２,第２３節第２日,08/29(日),18:01,大宮,3-1,新潟,大宮,"2,562",
1999,サテライトリーグ Ａグループ,第１３日,08/29(日),14:00,平塚,0-2,浦和,姫の沢,700,
1999,サテライトリーグ Ａグループ,第１３日,08/29(日),15:00,柏,1-1,鹿島,成田,"1,850",
1999,サテライトリーグ Ｂグループ,第１３日,08/29(日),15:03,清水,3-1,名古屋,蛇塚Ｇ,189,
1999,サテライトリーグ Ｂグループ,第１３日,08/29(日),16:02,横浜FM,4-1,Ｖ川崎,戸塚Ｇ,150,
1999,Ｊ２,第２３節第３日,08/31(火),19:00,甲府,0-4,大分,小瀬,"1,517",
1999,Ｊ１ ２ｎｄ,第６節第１日,09/04(土),13:03,Ｖ川崎,2-1,平塚,等々力,"4,016",日本テレビ（単）
1999,Ｊ１ ２ｎｄ,第６節第１日,09/04(土),16:03,浦和,1-2,磐田,国立,"28,650",フジテレビ（全）
1999,Ｊ１ ２ｎｄ,第６節第１日,09/04(土),16:03,名古屋,3-2,Ｃ大阪,瑞穂陸,"9,853",東海テレビ／ＢＳ
1999,Ｊ１ ２ｎｄ,第６節第１日,09/04(土),16:03,広島,2-1,京都,広島ス,"7,742",テレビ新広島／スカイパーフェクＴＶ！（録）
1999,Ｊ１ ２ｎｄ,第６節第１日,09/04(土),16:04,Ｇ大阪,1-0,清水,万博,"4,639",関西テレビ／ディレクＴＶ（録）
1999,Ｊ１ ２ｎｄ,第６節第１日,09/04(土),16:05,福岡,2-3,鹿島,博多球,"15,855",テレビ西日本／ディレクＴＶ
1999,Ｊ１ ２ｎｄ,第６節第１日,09/04(土),18:03,神戸,0-2,柏,神戸ユ,"8,967",ＢＳ（録）／Ｊ－ＳＰＯＲＴＳ
1999,Ｊ１ ２ｎｄ,第６節第１日,09/04(土),19:04,市原,2-3,横浜FM,市原,"6,592",ＢＳ
1999,Ｊ２,第２４節第１日,09/04(土),19:00,新潟,0-1,仙台,新潟,"3,933",
1999,Ｊ２,第２４節第２日,09/05(日),16:03,Ｆ東京,0-0,川崎Ｆ,西が丘,"4,844",東京メトロポリタンテレビ
1999,Ｊ２,第２４節第２日,09/05(日),17:59,山形,3-0,甲府,山形県,"2,558",
1999,Ｊ２,第２４節第２日,09/05(日),18:00,鳥栖,0-1,札幌,鳥栖,"4,834",サガテレビ（録）
1999,Ｊ２,第２４節第２日,09/05(日),18:00,大分,5-0,大宮,大分,"4,318",
1999,サテライトリーグ Ａグループ,第１４日,09/05(日),15:00,市原,1-3,柏,市原,530,
1999,Ｊ２,第２５節第１日,09/10(金),14:00,甲府,3-5,Ｆ東京,韮崎中央,619,
1999,Ｊ２,第２５節第１日,09/10(金),19:00,川崎Ｆ,2-0,札幌,等々力,"13,168",
1999,Ｊ１ ２ｎｄ,第７節第１日,09/11(土),14:01,鹿島,2-1,浦和,カシマ,"13,227",ＮＨＫ総合
1999,Ｊ１ ２ｎｄ,第７節第１日,09/11(土),15:05,Ｃ大阪,4-1,Ｇ大阪,長居,"10,901",ＢＳ
1999,Ｊ１ ２ｎｄ,第７節第１日,09/11(土),16:04,清水,2-1,市原,日本平,"10,453",テレビ静岡
1999,Ｊ１ ２ｎｄ,第７節第１日,09/11(土),18:33,平塚,0-3,福岡,平塚,"4,853",ディレクＴＶ（録）
1999,Ｊ１ ２ｎｄ,第７節第１日,09/11(土),19:00,柏,0-4,広島,柏,"6,757",スカイパーフェクＴＶ！（録）
1999,Ｊ１ ２ｎｄ,第７節第１日,09/11(土),19:00,磐田,1-2,名古屋,磐田,"14,560",ＢＳ（録）
1999,Ｊ１ ２ｎｄ,第７節第１日,09/11(土),19:03,横浜FM,0-1,神戸,横浜国,"11,569",Ｊ－ＳＰＯＲＴＳ
