年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
2009,サテライトリーグ Ａグループ,第１５日,09/27(日),15:00,東京Ｖ,1-3,柏,ヴェルＧ,270,
2009,サテライトリーグ Ｃグループ,第１０日,09/27(日),14:00,Ｆ東京,1-0,千葉,舎人公園,"1,750",
2009,サテライトリーグ Ｅグループ,第１２日,09/27(日),14:59,京都,1-6,Ｇ大阪,東城陽Ｇ,608,
2009,サテライトリーグ Ｄグループ,第９日,09/30(水),14:01,甲府,2-3,横浜FM,韮崎中央,413,
2009,Ｊ１,第２８節第１日,10/03(土),13:03,清水,1-1,広島,アウスタ,"18,205",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ１,第２８節第１日,10/03(土),14:03,山形,0-0,大分,ＮＤスタ,"8,011",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2009,Ｊ１,第２８節第１日,10/03(土),15:05,柏,1-2,磐田,柏,"8,514",スカパー・ｅ２（ＴＢＳチャンネル）
2009,Ｊ１,第２８節第１日,10/03(土),15:34,浦和,3-1,千葉,埼玉,"38,634",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ／テレ玉（録）
2009,Ｊ１,第２８節第１日,10/03(土),16:04,神戸,1-1,京都,ホムスタ,"11,127",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ２,第４３節第１日,10/03(土),13:04,水戸,0-3,徳島,笠松,"1,595",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４３節第１日,10/03(土),13:04,栃木,1-1,愛媛,足利陸,"2,411",スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）
2009,Ｊ２,第４３節第１日,10/03(土),16:03,湘南,3-1,岡山,平塚,"5,872",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４３節第１日,10/03(土),19:04,Ｃ大阪,0-0,福岡,長居,"8,553",スカパースカチャン／ｅ２スカチャン
2009,Ｊ１,第２８節第２日,10/04(日),13:03,川崎Ｆ,2-0,横浜FM,等々力,"19,951",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ１,第２８節第２日,10/04(日),15:05,Ｇ大阪,4-1,大宮,万博,"17,758",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
2009,Ｊ１,第２８節第２日,10/04(日),16:04,鹿島,0-1,新潟,カシマ,"19,288",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ１,第２８節第２日,10/04(日),16:04,名古屋,1-2,Ｆ東京,瑞穂陸,"13,796",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2009,Ｊ２,第４３節第２日,10/04(日),13:03,熊本,0-0,札幌,熊本,"4,140",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４３節第２日,10/04(日),13:05,富山,2-3,仙台,富山,"5,520",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４３節第２日,10/04(日),16:03,横浜FC,1-2,草津,ニッパ球,"3,333",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４３節第２日,10/04(日),16:03,鳥栖,1-0,岐阜,佐賀,"6,011",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４３節第２日,10/04(日),19:34,東京Ｖ,0-1,甲府,国立,"7,850",スカパースカチャン／ｅ２スカチャン
2009,サテライトリーグ Ｂグループ,第１０日,10/04(日),14:00,浦和,3-0,山形,埼玉２,"1,561",
2009,サテライトリーグ Ｄグループ,第１０日,10/04(日),14:00,清水,2-3,磐田,三保Ｇ,"1,121",
2009,サテライトリーグ Ｅグループ,第１３日,10/04(日),14:01,神戸,1-3,京都,いぶき,350,
2009,Ｊ１,第２５節第３日,10/07(水),19:04,鹿島,2-3,川崎Ｆ,カシマ,"22,323",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ２,第４４節第１日,10/07(水),19:03,湘南,1-0,徳島,平塚,"3,301",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４４節第１日,10/07(水),19:03,甲府,2-0,水戸,小瀬,"5,582",スカパースカチャン／ｅ２スカチャン／テレビ山梨（録）
2009,Ｊ２,第４４節第１日,10/07(水),19:03,岡山,0-1,栃木,とりスタ,615,スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４４節第１日,10/07(水),19:03,福岡,1-1,富山,レベスタ,"2,869",スカパースカチャン／ｅ２スカチャン（録）
2009,Ｊ２,第４４節第１日,10/07(水),19:04,札幌,0-1,Ｃ大阪,札幌厚別,"7,035",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４４節第１日,10/07(水),19:04,仙台,1-0,横浜FC,ユアスタ,"10,228",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４４節第１日,10/07(水),19:04,岐阜,1-1,東京Ｖ,長良川,"1,791",スカパースカチャン／ｅ２スカチャン（録）
2009,Ｊ２,第４４節第１日,10/07(水),19:34,草津,0-1,鳥栖,正田スタ,"1,579",スカパースカチャン／ｅ２スカチャン（録）／群馬テレビ
2009,サテライトリーグ Ｄグループ,第１１日,10/12(月・祝),14:00,甲府,1-0,清水,富士北麓,"1,569",
2009,サテライトリーグ Ｅグループ,第１４日,10/12(月・祝),14:02,名古屋,2-3,徳島,中池公園,"1,057",
2009,サテライトリーグ Ｆグループ,第１０日,10/12(月・祝),13:30,大分,4-4,Ｃ大阪,大分スＤ,174,
2009,Ｊ１,第２９節第１日,10/17(土),13:04,Ｆ東京,4-0,柏,味スタ,"28,235",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ１,第２９節第１日,10/17(土),14:03,広島,2-2,Ｇ大阪,広島ビ,"22,180",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／ＮＨＫ広島
2009,Ｊ１,第２９節第１日,10/17(土),14:04,山形,1-0,神戸,ＮＤスタ,"10,029",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＮＨＫ山形
2009,Ｊ１,第２９節第１日,10/17(土),15:05,大宮,2-3,川崎Ｆ,埼玉,"37,842",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ／テレ玉（録）
2009,Ｊ１,第２９節第１日,10/17(土),16:04,新潟,0-1,浦和,東北電ス,"39,963",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ１,第２９節第１日,10/17(土),19:03,磐田,0-0,鹿島,ヤマハ,"14,126",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ１,第２９節第１日,10/17(土),19:04,横浜FM,2-1,名古屋,日産ス,"22,046",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ
2009,Ｊ２,第４５節第１日,10/17(土),14:05,徳島,3-0,札幌,鳴門大塚,"4,096",スカパースカチャン／ｅ２スカチャン／ＮＨＫ徳島
2009,Ｊ２,第４５節第１日,10/17(土),15:04,草津,1-0,岐阜,正田スタ,"4,610",スカパースカチャン／ｅ２スカチャン／群馬テレビ
2009,Ｊ１,第２９節第２日,10/18(日),14:05,大分,2-1,清水,九石ド,"18,264",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ１,第２９節第２日,10/18(日),16:04,千葉,1-1,京都,フクアリ,"13,389",スカパー・ｅ２（ＴＢＳチャンネル）
2009,Ｊ２,第４５節第２日,10/18(日),13:03,栃木,1-2,甲府,栃木グ,"5,030",スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）
2009,Ｊ２,第４５節第２日,10/18(日),13:03,横浜FC,2-1,岡山,西が丘,"2,178",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４５節第２日,10/18(日),13:03,熊本,0-1,福岡,熊本,"12,730",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４５節第２日,10/18(日),13:04,富山,0-3,湘南,富山,"5,015",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４５節第２日,10/18(日),16:03,東京Ｖ,2-0,水戸,味スタ,"9,076",スカパースカチャン／ｅ２スカチャン／日本テレビ（録）
2009,Ｊ２,第４５節第２日,10/18(日),16:03,鳥栖,1-1,仙台,佐賀,"6,338",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４５節第２日,10/18(日),16:04,Ｃ大阪,3-1,愛媛,長居,"9,003",スカパースカチャン／ｅ２スカチャン
2009,サテライトリーグ Ａグループ,第１６日,10/18(日),14:00,大宮,0-0,柏,熊谷補,514,
2009,サテライトリーグ Ｂグループ,第１１日,10/18(日),14:00,草津,1-1,浦和,嬬恋陸,500,
2009,サテライトリーグ Ｄグループ,第１２日,10/18(日),14:00,磐田,1-1,横浜FM,ヤマハ,830,
2009,Ｊ２,第４６節第１日,10/21(水),19:03,札幌,1-0,栃木,札幌厚別,"5,112",スカパースカチャン／ｅ２スカチャンＨＤ
2009,Ｊ２,第４６節第１日,10/21(水),19:03,湘南,1-0,鳥栖,平塚,"8,216",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４６節第１日,10/21(水),19:03,甲府,0-1,横浜FC,小瀬,"10,501",スカパースカチャン／ｅ２スカチャン（録）
2009,Ｊ２,第４６節第１日,10/21(水),19:03,岡山,0-2,東京Ｖ,岡山,"5,674",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４６節第１日,10/21(水),19:03,福岡,1-0,岐阜,レベスタ,"3,004",スカパースカチャン／ｅ２スカチャン（録）
2009,Ｊ２,第４６節第１日,10/21(水),19:04,水戸,0-1,熊本,笠松,"1,408",スカパースカチャン／ｅ２スカチャン（録）
2009,Ｊ２,第４６節第１日,10/21(水),19:04,徳島,0-0,Ｃ大阪,鳴門大塚,"3,554",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４６節第１日,10/21(水),19:04,愛媛,1-0,富山,ニンスタ,"1,633",スカパースカチャン／ｅ２スカチャン（録）
2009,Ｊ２,第４６節第１日,10/21(水),19:05,仙台,2-0,草津,ユアスタ,"11,009",スカパースカチャン／ｅ２スカチャン
2009,Ｊ１,第３０節第１日,10/24(土),16:01,Ｇ大阪,0-0,横浜FM,万博,"20,213",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＮＨＫ総合
2009,Ｊ１,第３０節第１日,10/24(土),16:04,鹿島,3-0,千葉,カシマ,"18,887",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
2009,Ｊ１,第３０節第１日,10/24(土),16:04,神戸,1-0,新潟,ホムスタ,"11,463",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ１,第３０節第１日,10/24(土),19:04,柏,0-1,山形,柏,"9,946",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ１,第３０節第１日,10/24(土),19:04,京都,1-1,大分,西京極,"14,852",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ／ＫＢＳ京都
2009,Ｊ２,第４７節第１日,10/24(土),13:03,栃木,0-0,徳島,栃木グ,"2,618",スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）
2009,Ｊ２,第４７節第１日,10/24(土),13:03,熊本,1-0,湘南,水前寺,"2,835",スカパースカチャン／ｅ２スカチャン
2009,Ｊ１,第３０節第２日,10/25(日),15:03,浦和,0-3,大宮,埼玉,"43,746",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／テレ玉
2009,Ｊ１,第３０節第２日,10/25(日),15:03,清水,1-2,Ｆ東京,アウスタ,"19,275",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／静岡放送
2009,Ｊ１,第３０節第２日,10/25(日),15:03,名古屋,3-3,磐田,豊田ス,"15,578",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン
2009,Ｊ１,第３０節第２日,10/25(日),18:03,川崎Ｆ,7-0,広島,等々力,"18,946",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン
2009,Ｊ２,第４７節第２日,10/25(日),12:33,草津,2-1,岡山,正田スタ,"3,556",スカパースカチャン／ｅ２スカチャン／群馬テレビ（録）
2009,Ｊ２,第４７節第２日,10/25(日),12:33,岐阜,3-3,愛媛,長良川,"7,816",スカパースカチャン／ｅ２スカチャン（録）／岐阜放送（録）
2009,Ｊ２,第４７節第２日,10/25(日),12:33,鳥栖,1-2,甲府,佐賀,"5,831",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４７節第２日,10/25(日),12:34,仙台,1-0,札幌,ユアスタ,"16,515",スカパースカチャン／ｅ２スカチャンＨＤ／仙台放送
2009,Ｊ２,第４７節第２日,10/25(日),12:34,富山,2-3,水戸,富山,"3,891",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４７節第２日,10/25(日),15:03,東京Ｖ,1-0,福岡,味スタ,"4,133",スカパースカチャン／ｅ２スカチャン（録）／日本テレビ（録）
2009,Ｊ２,第４７節第２日,10/25(日),15:03,横浜FC,0-3,Ｃ大阪,国立,"3,584",スカパースカチャン／ｅ２スカチャン
2009,サテライトリーグ Ｅグループ,第１５日,10/25(日),14:00,神戸,2-1,徳島,いぶき,250,
2009,サテライトリーグ Ｆグループ,第１１日,10/26(月),14:00,岡山,1-1,大分,神崎山,200,
2009,サテライトリーグ Ｃグループ,第１１日,10/28(水),18:01,Ｆ東京,3-1,湘南,江戸川,768,
2009,サテライトリーグ Ｃグループ,第１２日,10/29(木),19:00,川崎Ｆ,1-0,千葉,等々力,"1,872",
2009,Ｊ２,第４４節第２日,10/31(土),14:04,愛媛,1-1,熊本,ニンスタ,"2,372",スカパースカチャン／ｅ２スカチャン
2009,サテライトリーグ Ａグループ,第１７日,11/01(日),13:59,柏,2-3,仙台,柏,"2,032",
2009,ＹＮＣ 決勝トーナメント,決勝,11/03(火・祝),14:09,Ｆ東京,2-0,川崎Ｆ,国立,"44,308",フジテレビ系列にて全国生中継／ＢＳフジ／フジテレビＯＮＥ
2009,Ｊ１,第３１節第１日,11/08(日),13:03,名古屋,1-0,神戸,瑞穂陸,"10,136",スカパースカチャン／ｅ２スカチャン
2009,Ｊ１,第３１節第１日,11/08(日),15:03,川崎Ｆ,3-2,千葉,等々力,"18,470",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＮＨＫ総合
2009,Ｊ１,第３１節第１日,11/08(日),15:04,鹿島,2-0,山形,カシマ,"20,433",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ１,第３１節第１日,11/08(日),15:04,Ｆ東京,0-1,浦和,味スタ,"40,701",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ／ＴＯＫＹＯ　ＭＸ
2009,Ｊ１,第３１節第１日,11/08(日),15:04,磐田,0-2,新潟,ヤマハ,"11,912",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ／ＮＨＫ静岡
2009,Ｊ１,第３１節第１日,11/08(日),18:30,大宮,0-1,広島,ＮＡＣＫ,"10,364",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン
2009,Ｊ１,第３１節第１日,11/08(日),18:33,横浜FM,1-2,大分,日産ス,"16,724",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン
2009,Ｊ１,第３１節第１日,11/08(日),18:33,Ｇ大阪,4-1,京都,万博,"20,394",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2009,Ｊ１,第３１節第１日,11/08(日),18:34,柏,5-0,清水,柏,"10,007",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ２,第４８節第１日,11/08(日),12:33,札幌,1-1,富山,札幌厚別,"6,843",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４８節第１日,11/08(日),12:33,栃木,0-2,熊本,栃木グ,"3,180",スカパースカチャン／ｅ２スカチャン（録）
2009,Ｊ２,第４８節第１日,11/08(日),12:33,湘南,2-2,東京Ｖ,平塚,"11,653",スカパースカチャン／ｅ２スカチャン（録）
2009,Ｊ２,第４８節第１日,11/08(日),12:33,福岡,2-1,甲府,レベスタ,"10,315",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４８節第１日,11/08(日),12:34,水戸,0-4,仙台,Ｋｓスタ,"8,463",スカパースカチャン／ｅ２スカチャン／ＮＨＫ水戸＊／ＮＨＫ仙台＊
2009,Ｊ２,第４８節第１日,11/08(日),16:04,Ｃ大阪,5-0,草津,長居,"20,727",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４８節第１日,11/08(日),16:04,徳島,0-1,鳥栖,鳴門大塚,"4,152",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４８節第１日,11/08(日),19:03,岡山,0-2,岐阜,岡山,"5,833",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４８節第１日,11/08(日),19:04,愛媛,0-2,横浜FC,ニンスタ,"3,548",スカパースカチャン／ｅ２スカチャン
2009,サテライトリーグ Ａグループ,第１８日,11/09(月),14:00,大宮,1-3,仙台,ＮＡＣＫ,731,
2009,サテライトリーグ Ｃグループ,第１３日,11/09(月),13:01,千葉,3-0,湘南,ユナパ,256,
2009,サテライトリーグ Ｅグループ,第１６日,11/09(月),14:00,京都,0-1,徳島,東城陽Ｇ,115,
2009,サテライトリーグ Ｃグループ,第１４日,11/16(月),13:01,川崎Ｆ,4-0,湘南,等々力,824,
2009,Ｊ１,第３２節第１日,11/21(土),14:03,浦和,3-2,磐田,埼玉,"43,619",スカパー・ｅ２（Ｊ　Ｓｐｏｒｔｓ　Ｐｌｕｓ）／テレ玉
2009,Ｊ１,第３２節第１日,11/21(土),14:04,新潟,0-1,柏,東北電ス,"28,491",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ／ＮＨＫ新潟
2009,Ｊ１,第３２節第１日,11/21(土),14:04,清水,0-2,Ｇ大阪,アウスタ,"20,011",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＮＨＫ総合／テレビ静岡
2009,Ｊ１,第３２節第１日,11/21(土),14:04,京都,0-1,鹿島,西京極,"14,043",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＫＢＳ京都（録）
2009,Ｊ１,第３２節第１日,11/21(土),14:05,山形,0-0,大宮,ＮＤスタ,"10,347",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
2009,Ｊ１,第３２節第１日,11/21(土),17:04,神戸,2-2,横浜FM,ホムスタ,"11,553",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＮＨＫ神戸（録）
2009,Ｊ１,第３２節第１日,11/21(土),17:04,広島,0-0,名古屋,広島ビ,"13,728",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ２,第４９節第１日,11/21(土),17:03,東京Ｖ,0-2,熊本,味スタ,"4,736",スカパースカチャン／ｅ２スカチャン／日本テレビ（録）
2009,Ｊ２,第４９節第１日,11/21(土),17:03,甲府,2-3,湘南,小瀬,"16,844",スカパースカチャン／ｅ２スカチャン／ＮＨＫ甲府＊
2009,Ｊ１,第３２節第２日,11/22(日),13:03,千葉,2-1,Ｆ東京,フクアリ,"14,247",スカパー・ｅ２（Ｊ　Ｓｐｏｒｔｓ　Ｐｌｕｓ）
2009,Ｊ１,第３２節第２日,11/22(日),13:05,大分,1-0,川崎Ｆ,九石ド,"20,418",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ／ＮＨＫ大分／ＢＳ
2009,Ｊ２,第４９節第２日,11/22(日),13:03,横浜FC,1-0,栃木,駒沢,"4,749",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４９節第２日,11/22(日),13:03,鳥栖,0-0,岡山,ベアスタ,"5,259",スカパースカチャン／ｅ２スカチャン／ＮＨＫ佐賀
2009,Ｊ２,第４９節第２日,11/22(日),13:06,仙台,1-0,Ｃ大阪,ユアスタ,"19,063",スカパースカチャン／ｅ２スカチャン／ＮＨＫ仙台／ＮＨＫ大阪
2009,Ｊ２,第４９節第２日,11/22(日),16:03,岐阜,2-4,札幌,長良川,"7,843",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４９節第２日,11/22(日),16:04,水戸,1-0,愛媛,Ｋｓスタ,"2,555",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第４９節第２日,11/22(日),16:04,草津,1-2,福岡,正田スタ,"4,267",スカパースカチャン／ｅ２スカチャン／群馬テレビ（録）
2009,Ｊ２,第４９節第２日,11/22(日),16:04,富山,0-0,徳島,富山,"3,449",スカパースカチャン／ｅ２スカチャン（録）
2009,サテライトリーグ Ｃグループ,第１５日,11/23(月・祝),13:01,千葉,4-0,川崎Ｆ,ユナパ,905,
2009,Ｊ１,第３３節第１日,11/28(土),14:02,川崎Ｆ,1-0,新潟,等々力,"22,274",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ
2009,Ｊ１,第３３節第１日,11/28(土),14:03,名古屋,2-0,山形,豊田ス,"15,071",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／東海テレビ（録）
2009,Ｊ１,第３３節第１日,11/28(土),14:03,京都,1-0,浦和,西京極,"18,121",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／ＫＢＳ京都（録）
2009,Ｊ１,第３３節第１日,11/28(土),14:04,鹿島,5-1,Ｇ大阪,カシマ,"35,598",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ／ＮＨＫ総合
2009,Ｊ１,第３３節第１日,11/28(土),14:05,磐田,0-1,広島,ヤマハ,"14,486",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
2009,Ｊ１,第３３節第１日,11/28(土),17:00,Ｆ東京,1-0,神戸,味スタ,"28,664",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＴＯＫＹＯ　ＭＸ
2009,Ｊ１,第３３節第１日,11/28(土),17:04,大宮,1-1,柏,ＮＡＣＫ,"11,191",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／テレ玉
2009,Ｊ２,第５０節第１日,11/28(土),17:03,岡山,0-1,甲府,岡山,"8,532",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第５０節第１日,11/28(土),17:04,Ｃ大阪,2-1,岐阜,長居,"17,061",スカパースカチャン／ｅ２スカチャン
2009,Ｊ１,第３３節第２日,11/29(日),13:00,横浜FM,2-0,清水,日産ス,"30,985",スカパー・ｅ２（Ｊ　Ｓｐｏｒｔｓ　Ｐｌｕｓ）
2009,Ｊ１,第３３節第２日,11/29(日),16:03,千葉,0-2,大分,フクアリ,"13,642",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
2009,Ｊ２,第５０節第２日,11/29(日),13:03,栃木,2-3,東京Ｖ,栃木グ,"6,186",スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）
2009,Ｊ２,第５０節第２日,11/29(日),13:04,札幌,3-1,横浜FC,札幌ド,"21,463",スカパースカチャン／ｅ２スカチャンＨＤ
2009,Ｊ２,第５０節第２日,11/29(日),13:04,熊本,2-0,富山,熊本,"16,585",スカパースカチャン／ｅ２スカチャン／ＮＨＫ熊本
2009,Ｊ２,第５０節第２日,11/29(日),13:05,愛媛,0-0,鳥栖,ニンスタ,"4,441",スカパースカチャン／ｅ２スカチャン／ＮＨＫ松山
2009,Ｊ２,第５０節第２日,11/29(日),16:03,福岡,3-1,水戸,レベスタ,"11,286",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第５０節第２日,11/29(日),16:04,湘南,0-0,草津,平塚,"14,080",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第５０節第２日,11/29(日),16:04,徳島,0-4,仙台,鳴門大塚,"6,172",スカパースカチャン／ｅ２スカチャン
2009,サテライトリーグ Ｅグループ,第１７日,11/29(日),14:01,京都,1-2,名古屋,東城陽Ｇ,340,
2009,サテライトリーグ Ｆグループ,第１２日,11/29(日),14:30,岡山,0-0,広島,岡山補陸,656,
2009,サテライトリーグ Ｃグループ,第１６日,12/02(水),15:00,鹿島,8-0,湘南,鹿島Ｇ,200,
2009,Ｊ１,第３４節第１日,12/05(土),15:32,浦和,0-1,鹿島,埼玉,"53,783",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ／ＮＨＫ総合／テレ玉
2009,Ｊ１,第３４節第１日,12/05(土),15:33,新潟,1-1,Ｆ東京,東北電ス,"33,984",スカパースカチャン／ｅ２スカチャン
2009,Ｊ１,第３４節第１日,12/05(土),15:33,Ｇ大阪,2-0,千葉,万博,"20,031",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン
2009,Ｊ１,第３４節第１日,12/05(土),15:33,広島,4-1,京都,広島ビ,"19,303",スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2009,Ｊ１,第３４節第１日,12/05(土),15:34,山形,0-0,横浜FM,ＮＤスタ,"12,767",スカパースカチャン／ｅ２スカチャン
2009,Ｊ１,第３４節第１日,12/05(土),15:34,柏,2-3,川崎Ｆ,柏,"10,135",スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ
2009,Ｊ１,第３４節第１日,12/05(土),15:34,清水,0-0,名古屋,アウスタ,"17,218",スカパースカチャン／ｅ２スカチャン／静岡放送
2009,Ｊ１,第３４節第１日,12/05(土),15:34,神戸,1-1,磐田,ホムスタ,"15,767",スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ
2009,Ｊ１,第３４節第１日,12/05(土),15:35,大分,1-1,大宮,九石ド,"22,460",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第５１節第１日,12/05(土),12:33,東京Ｖ,2-2,札幌,味スタ,"7,560",スカパースカチャン／ｅ２スカチャン／日本テレビ（録）
2009,Ｊ２,第５１節第１日,12/05(土),12:33,甲府,2-1,熊本,小瀬,"13,104",スカパースカチャン／ｅ２スカチャン／ＮＨＫ甲府／ＮＨＫ熊本（録）
2009,Ｊ２,第５１節第１日,12/05(土),12:33,岐阜,2-1,徳島,長良川,"5,042",スカパースカチャン／ｅ２スカチャン（録）／ＮＨＫ岐阜（録）
2009,Ｊ２,第５１節第１日,12/05(土),12:33,鳥栖,2-1,Ｃ大阪,ベアスタ,"8,466",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第５１節第１日,12/05(土),12:34,仙台,1-1,愛媛,ユアスタ,"18,835",スカパースカチャン／ｅ２スカチャンＨＤ／東北放送
2009,Ｊ２,第５１節第１日,12/05(土),12:34,水戸,2-3,湘南,Ｋｓスタ,"5,500",スカパースカチャン／ｅ２スカチャン
2009,Ｊ２,第５１節第１日,12/05(土),12:34,草津,3-2,栃木,正田スタ,"5,661",スカパースカチャン／ｅ２スカチャン（録）／群馬テレビ（録）
2009,Ｊ２,第５１節第１日,12/05(土),12:34,富山,2-0,岡山,富山,"5,406",スカパースカチャン／ｅ２スカチャン／ＮＨＫ富山／ＮＨＫ岡山
2009,Ｊ２,第５１節第１日,12/05(土),12:36,横浜FC,2-2,福岡,日産ス,"4,470",スカパースカチャン／ｅ２スカチャン（録）
2009,サテライトリーグ Ｃグループ,第１７日,12/09(水),14:00,湘南,0-2,川崎Ｆ,馬入,300,
